model,aggregation,version,k,lambda,bias,seed,valid_acc,test_acc,train_acc,valid_mrr,test_mrr,hits_1,hits_3,hits_10,train_time,convergence
qwen,sum,fb237_v1_ind_seed7005,150,100.0,32,7005,0.7042,0.681,0.8324,0.8158,0.8041,0.681,0.9143,0.981,138.0,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v1_ind_seed7009,150,100.0,32,7009,0.7005,0.7295,0.8665,0.818,0.83,0.7295,0.913,0.971,129.5,Reach max iteration 50 | best_iter=20
qwen,sum,fb237_v1_ind_seed7001,150,100.0,48,7001,0.7409,0.715,0.8633,0.8386,0.823,0.715,0.9159,0.9766,154.9,Reach max iteration 50 | best_iter=48
qwen,sum,fb237_v1_ind_seed7005,150,100.0,48,7005,0.7418,0.6619,0.8425,0.839,0.7933,0.6619,0.9,0.9762,152.1,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v1_ind_seed7009,150,100.0,48,7009,0.7056,0.7198,0.8645,0.8207,0.8235,0.7198,0.9179,0.9758,154.5,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v1_ind_seed7001,150,100.0,64,7001,0.7461,0.729,0.8448,0.8371,0.8311,0.729,0.9252,0.9766,155.2,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v1_ind_seed7005,150,100.0,64,7005,0.7183,0.6762,0.8677,0.8256,0.804,0.6762,0.919,0.9857,152.2,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v1_ind_seed7009,150,100.0,64,7009,0.7005,0.7295,0.878,0.8133,0.83,0.7295,0.9275,0.9807,156.5,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v1_ind_seed7001,150,100.0,80,7001,0.7358,0.7009,0.8683,0.8353,0.8181,0.7009,0.9252,0.9766,156.2,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v1_ind_seed7005,150,100.0,80,7005,0.7183,0.6857,0.8667,0.8211,0.81,0.6857,0.9286,0.9905,155.3,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v1_ind_seed7009,150,100.0,80,7009,0.6853,0.715,0.8825,0.8046,0.8232,0.715,0.913,0.9758,154.8,Reach max iteration 50 | best_iter=32
qwen,sum,fb237_v1_ind_seed7001,150,100.0,96,7001,0.7565,0.7009,0.8758,0.8453,0.8173,0.7009,0.9159,0.9766,156.6,Reach max iteration 50 | best_iter=44
qwen,sum,fb237_v1_ind_seed7005,150,100.0,96,7005,0.723,0.6952,0.8839,0.8252,0.8141,0.6952,0.9143,0.9952,155.8,Reach max iteration 50 | best_iter=47
qwen,sum,fb237_v1_ind_seed7009,150,100.0,96,7009,0.6954,0.7343,0.8695,0.8179,0.8335,0.7343,0.913,0.9807,155.1,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v1_ind_seed7001,150,500.0,16,7001,0.5803,0.5748,0.5819,0.7098,0.7001,0.5748,0.785,0.9065,73.9,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v1_ind_seed7005,150,500.0,16,7005,0.5164,0.5048,0.5563,0.6598,0.6477,0.5048,0.7619,0.8619,74.6,Reach max iteration 50 | best_iter=29
qwen,sum,fb237_v1_ind_seed7009,150,500.0,16,7009,0.5533,0.5604,0.557,0.6911,0.688,0.5604,0.7729,0.8986,72.7,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v1_ind_seed7001,150,500.0,32,7001,0.6425,0.5935,0.6179,0.7494,0.7217,0.5935,0.8271,0.9159,75.4,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v1_ind_seed7005,150,500.0,32,7005,0.5822,0.5571,0.6073,0.7152,0.6977,0.5571,0.8143,0.8952,76.6,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v1_ind_seed7009,150,500.0,32,7009,0.6142,0.6377,0.6225,0.7375,0.7494,0.6377,0.8213,0.913,75.3,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v1_ind_seed7001,150,500.0,48,7001,0.6788,0.6449,0.6565,0.7747,0.7556,0.6449,0.8318,0.9299,77.9,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v1_ind_seed7005,150,500.0,48,7005,0.615,0.6,0.6502,0.7407,0.7319,0.6,0.8381,0.9286,77.5,Reach max iteration 50 | best_iter=24
qwen,sum,fb237_v1_ind_seed7009,150,500.0,48,7009,0.6244,0.6473,0.644,0.7522,0.7662,0.6473,0.8696,0.9179,77.1,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v1_ind_seed7001,150,500.0,64,7001,0.6839,0.6402,0.673,0.7804,0.7625,0.6402,0.8598,0.9393,82.9,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v1_ind_seed7005,150,500.0,64,7005,0.6385,0.6,0.6603,0.7579,0.7343,0.6,0.8381,0.9381,86.3,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v1_ind_seed7009,150,500.0,64,7009,0.6193,0.6763,0.658,0.752,0.783,0.6763,0.8647,0.9227,84.1,Reach max iteration 50 | best_iter=39
qwen,sum,fb237_v1_ind_seed7001,150,500.0,80,7001,0.6891,0.6589,0.673,0.7842,0.7687,0.6589,0.8505,0.9346,99.3,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v1_ind_seed7005,150,500.0,80,7005,0.6714,0.6238,0.6911,0.7787,0.7452,0.6238,0.8333,0.9429,99.8,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v1_ind_seed7009,150,500.0,80,7009,0.6193,0.7005,0.6695,0.7567,0.797,0.7005,0.8744,0.9372,99.6,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v1_ind_seed7001,150,500.0,96,7001,0.7047,0.6729,0.681,0.7955,0.7851,0.6729,0.8832,0.9626,102.6,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v1_ind_seed7005,150,500.0,96,7005,0.6573,0.6286,0.688,0.7747,0.7511,0.6286,0.8381,0.9381,103.4,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v1_ind_seed7009,150,500.0,96,7009,0.6244,0.7005,0.685,0.7611,0.797,0.7005,0.8744,0.9324,102.6,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v1_ind_seed7001,150,1000.0,16,7001,0.3109,0.2477,0.2919,0.4605,0.4207,0.2477,0.4953,0.7477,70.6,Reach max iteration 50 | best_iter=1
qwen,sum,fb237_v1_ind_seed7005,150,1000.0,16,7005,0.2817,0.2667,0.3236,0.4174,0.4213,0.2667,0.4905,0.7524,64.0,Reach max iteration 50 | best_iter=1
qwen,sum,fb237_v1_ind_seed7009,150,1000.0,16,7009,0.2944,0.2995,0.3065,0.4416,0.4296,0.2995,0.4734,0.7005,69.8,Reach max iteration 50 | best_iter=44
qwen,sum,fb237_v1_ind_seed7001,150,1000.0,32,7001,0.4456,0.3972,0.4191,0.5604,0.5514,0.3972,0.6355,0.8131,71.0,Reach max iteration 50 | best_iter=35
qwen,sum,fb237_v1_ind_seed7005,150,1000.0,32,7005,0.3333,0.3619,0.4054,0.4961,0.5112,0.3619,0.6048,0.781,71.8,Reach max iteration 50 | best_iter=17
qwen,sum,fb237_v1_ind_seed7009,150,1000.0,32,7009,0.3807,0.3768,0.4045,0.519,0.5201,0.3768,0.599,0.7874,70.9,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v1_ind_seed7001,150,1000.0,48,7001,0.4922,0.4766,0.4687,0.6179,0.6186,0.4766,0.715,0.8318,71.6,Reach max iteration 50 | best_iter=31
qwen,sum,fb237_v1_ind_seed7005,150,1000.0,48,7005,0.3709,0.4143,0.4518,0.5343,0.5689,0.4143,0.6714,0.8429,72.0,Reach max iteration 50 | best_iter=31
qwen,sum,fb237_v1_ind_seed7009,150,1000.0,48,7009,0.4061,0.43,0.4475,0.563,0.5681,0.43,0.6473,0.8309,71.5,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v1_ind_seed7001,150,1000.0,64,7001,0.5233,0.4953,0.4892,0.6513,0.6375,0.4953,0.729,0.8738,72.1,Reach max iteration 50 | best_iter=28
qwen,sum,fb237_v1_ind_seed7005,150,1000.0,64,7005,0.4178,0.4524,0.5028,0.5862,0.6078,0.4524,0.7333,0.8476,72.4,Reach max iteration 50 | best_iter=27
qwen,sum,fb237_v1_ind_seed7009,150,1000.0,64,7009,0.4619,0.4976,0.511,0.6227,0.6401,0.4976,0.7488,0.8744,73.5,Reach max iteration 50 | best_iter=30
qwen,sum,fb237_v1_ind_seed7001,150,1000.0,80,7001,0.5233,0.5093,0.4862,0.6484,0.6417,0.5093,0.729,0.8692,73.1,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v1_ind_seed7005,150,1000.0,80,7005,0.4366,0.4571,0.5189,0.5958,0.6147,0.4571,0.7429,0.8667,74.7,Reach max iteration 50 | best_iter=44
qwen,sum,fb237_v1_ind_seed7009,150,1000.0,80,7009,0.4873,0.5121,0.5205,0.6381,0.6518,0.5121,0.7585,0.8696,74.6,Reach max iteration 50 | best_iter=29
qwen,sum,fb237_v1_ind_seed7001,150,1000.0,96,7001,0.544,0.514,0.5243,0.6742,0.6572,0.514,0.7617,0.8692,75.2,Reach max iteration 50 | best_iter=34
qwen,sum,fb237_v1_ind_seed7005,150,1000.0,96,7005,0.446,0.4571,0.5225,0.6075,0.6212,0.4571,0.7524,0.8714,75.1,Reach max iteration 50 | best_iter=42
qwen,sum,fb237_v1_ind_seed7009,150,1000.0,96,7009,0.4619,0.5266,0.5155,0.6189,0.6503,0.5266,0.7295,0.8744,74.7,Reach max iteration 50 | best_iter=18
qwen,sum,fb237_v1_ind_seed7001,175,1.0,16,7001,0.6684,0.6542,0.9409,0.7907,0.7866,0.6542,0.9112,0.972,176.3,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v1_ind_seed7005,175,1.0,16,7005,0.6667,0.5905,0.9414,0.7848,0.7354,0.5905,0.8476,0.9429,177.0,Reach max iteration 50 | best_iter=38
qwen,sum,fb237_v1_ind_seed7009,175,1.0,16,7009,0.6548,0.6715,0.941,0.7767,0.7925,0.6715,0.8986,0.9565,177.3,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v1_ind_seed7001,175,1.0,32,7001,0.6943,0.6402,0.9409,0.8052,0.7774,0.6402,0.9065,0.9673,180.0,Reach max iteration 50 | best_iter=41
qwen,sum,fb237_v1_ind_seed7005,175,1.0,32,7005,0.6714,0.6,0.9414,0.7924,0.7493,0.6,0.881,0.9476,172.5,Reach max iteration 50 | best_iter=26
qwen,sum,fb237_v1_ind_seed7009,175,1.0,32,7009,0.665,0.6763,0.941,0.7846,0.7909,0.6763,0.8841,0.9469,179.0,Reach max iteration 50 | best_iter=36
qwen,sum,fb237_v1_ind_seed7001,175,1.0,48,7001,0.6995,0.6495,0.9409,0.8184,0.7809,0.6495,0.8972,0.972,178.7,Reach max iteration 50 | best_iter=39
qwen,sum,fb237_v1_ind_seed7005,175,1.0,48,7005,0.6761,0.581,0.9414,0.795,0.7395,0.581,0.8619,0.9762,179.7,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v1_ind_seed7009,175,1.0,48,7009,0.6751,0.6618,0.941,0.786,0.7786,0.6618,0.8792,0.9469,177.9,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v1_ind_seed7001,175,1.0,64,7001,0.6891,0.6495,0.9409,0.8041,0.7811,0.6495,0.9019,0.9626,180.5,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v1_ind_seed7005,175,1.0,64,7005,0.6432,0.6143,0.9414,0.7775,0.7613,0.6143,0.8952,0.9762,180.6,Reach max iteration 50 | best_iter=19
qwen,sum,fb237_v1_ind_seed7009,175,1.0,64,7009,0.6701,0.6715,0.941,0.7883,0.7901,0.6715,0.8889,0.9565,182.0,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v1_ind_seed7001,175,1.0,80,7001,0.6891,0.6308,0.9409,0.8073,0.7737,0.6308,0.9159,0.9673,181.2,Reach max iteration 50 | best_iter=31
qwen,sum,fb237_v1_ind_seed7005,175,1.0,80,7005,0.6714,0.6143,0.9414,0.7918,0.7583,0.6143,0.8905,0.9667,177.0,Reach max iteration 50 | best_iter=32
qwen,sum,fb237_v1_ind_seed7009,175,1.0,80,7009,0.6548,0.6812,0.941,0.7799,0.7917,0.6812,0.8889,0.9469,180.9,Reach max iteration 50 | best_iter=48
qwen,sum,fb237_v1_ind_seed7001,175,1.0,96,7001,0.6891,0.6449,0.9409,0.8105,0.7806,0.6449,0.8972,0.9626,179.7,Reach max iteration 50 | best_iter=47
qwen,sum,fb237_v1_ind_seed7005,175,1.0,96,7005,0.6714,0.5857,0.9414,0.7883,0.7408,0.5857,0.8667,0.9762,179.3,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v1_ind_seed7009,175,1.0,96,7009,0.6701,0.6715,0.941,0.7863,0.7841,0.6715,0.8889,0.9469,177.7,Reach max iteration 50 | best_iter=25
qwen,sum,fb237_v1_ind_seed7001,175,5.0,16,7001,0.6788,0.6449,0.9409,0.8045,0.775,0.6449,0.8972,0.9579,172.7,Reach max iteration 50 | best_iter=29
qwen,sum,fb237_v1_ind_seed7005,175,5.0,16,7005,0.6854,0.5476,0.9414,0.795,0.7114,0.5476,0.8667,0.9524,172.4,Reach max iteration 50 | best_iter=24
qwen,sum,fb237_v1_ind_seed7009,175,5.0,16,7009,0.6548,0.6667,0.941,0.7812,0.7875,0.6667,0.8889,0.9517,171.8,Reach max iteration 50 | best_iter=47
qwen,sum,fb237_v1_ind_seed7001,175,5.0,32,7001,0.6891,0.6402,0.9409,0.8076,0.7762,0.6402,0.9019,0.9673,170.2,Reach max iteration 50 | best_iter=17
qwen,sum,fb237_v1_ind_seed7005,175,5.0,32,7005,0.6808,0.6095,0.9414,0.8014,0.7573,0.6095,0.8905,0.9714,174.6,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v1_ind_seed7009,175,5.0,32,7009,0.6701,0.6715,0.941,0.7874,0.782,0.6715,0.8696,0.9565,174.0,Reach max iteration 50 | best_iter=47
qwen,sum,fb237_v1_ind_seed7001,175,5.0,48,7001,0.7098,0.6542,0.9409,0.8202,0.7885,0.6542,0.9019,0.9626,176.9,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v1_ind_seed7005,175,5.0,48,7005,0.6901,0.5857,0.9414,0.8045,0.7444,0.5857,0.8762,0.981,176.8,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v1_ind_seed7009,175,5.0,48,7009,0.665,0.6618,0.941,0.7929,0.7817,0.6618,0.8889,0.9469,176.0,Reach max iteration 50 | best_iter=17
qwen,sum,fb237_v1_ind_seed7001,175,5.0,64,7001,0.6995,0.6449,0.9409,0.8163,0.781,0.6449,0.9019,0.972,175.8,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v1_ind_seed7005,175,5.0,64,7005,0.662,0.6,0.9414,0.788,0.7636,0.6,0.919,0.9857,174.6,Reach max iteration 50 | best_iter=29
qwen,sum,fb237_v1_ind_seed7009,175,5.0,64,7009,0.6802,0.6908,0.941,0.7989,0.8001,0.6908,0.9034,0.9517,177.4,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v1_ind_seed7001,175,5.0,80,7001,0.6995,0.6449,0.9409,0.8147,0.7861,0.6449,0.9159,0.972,176.5,Reach max iteration 50 | best_iter=40
qwen,sum,fb237_v1_ind_seed7005,175,5.0,80,7005,0.6714,0.6048,0.9414,0.7953,0.7566,0.6048,0.8952,0.9619,178.0,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v1_ind_seed7009,175,5.0,80,7009,0.6599,0.6667,0.941,0.7881,0.7875,0.6667,0.8937,0.9469,176.1,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v1_ind_seed7001,175,5.0,96,7001,0.6995,0.6402,0.9409,0.8184,0.7801,0.6402,0.8972,0.9626,172.2,Reach max iteration 50 | best_iter=22
qwen,sum,fb237_v1_ind_seed7005,175,5.0,96,7005,0.6667,0.5905,0.9414,0.7926,0.7483,0.5905,0.8762,0.981,175.9,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v1_ind_seed7009,175,5.0,96,7009,0.6599,0.6812,0.941,0.7873,0.7934,0.6812,0.8937,0.9565,176.3,Reach max iteration 50 | best_iter=49
qwen,sum,fb237_v1_ind_seed7001,175,10.0,16,7001,0.6736,0.6449,0.9409,0.7989,0.7759,0.6449,0.8879,0.9626,171.8,Reach max iteration 50 | best_iter=26
qwen,sum,fb237_v1_ind_seed7005,175,10.0,16,7005,0.6761,0.581,0.9414,0.792,0.7329,0.581,0.8571,0.9381,170.7,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v1_ind_seed7009,175,10.0,16,7009,0.6751,0.6618,0.941,0.7951,0.7915,0.6618,0.9179,0.971,177.6,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v1_ind_seed7001,175,10.0,32,7001,0.6891,0.6308,0.9409,0.8068,0.7753,0.6308,0.9065,0.9673,174.6,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v1_ind_seed7005,175,10.0,32,7005,0.6854,0.6238,0.9399,0.7995,0.7657,0.6238,0.881,0.9667,174.8,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v1_ind_seed7009,175,10.0,32,7009,0.6853,0.6715,0.941,0.7975,0.7898,0.6715,0.8937,0.9517,177.7,Reach max iteration 50 | best_iter=25
qwen,sum,fb237_v1_ind_seed7001,175,10.0,48,7001,0.6943,0.6495,0.9409,0.8122,0.7867,0.6495,0.9112,0.9626,175.5,Reach max iteration 50 | best_iter=29
qwen,sum,fb237_v1_ind_seed7005,175,10.0,48,7005,0.6901,0.5952,0.9414,0.8027,0.7576,0.5952,0.9143,0.9857,182.2,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v1_ind_seed7009,175,10.0,48,7009,0.6701,0.6908,0.941,0.7945,0.7979,0.6908,0.8937,0.942,175.5,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v1_ind_seed7001,175,10.0,64,7001,0.6839,0.6589,0.9409,0.8102,0.7938,0.6589,0.9159,0.9813,177.2,Reach max iteration 50 | best_iter=17
qwen,sum,fb237_v1_ind_seed7005,175,10.0,64,7005,0.662,0.6095,0.9414,0.7899,0.7627,0.6095,0.9048,0.9762,179.6,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v1_ind_seed7009,175,10.0,64,7009,0.6701,0.6763,0.941,0.795,0.7878,0.6763,0.8841,0.9614,179.5,Reach max iteration 50 | best_iter=38
qwen,sum,fb237_v1_ind_seed7001,175,10.0,80,7001,0.6891,0.6449,0.9409,0.8114,0.7861,0.6449,0.9159,0.9673,180.2,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v1_ind_seed7005,175,10.0,80,7005,0.6761,0.6095,0.9414,0.7973,0.7666,0.6095,0.9,0.981,178.8,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v1_ind_seed7009,175,10.0,80,7009,0.6701,0.6715,0.941,0.7924,0.7882,0.6715,0.8937,0.9517,175.8,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v1_ind_seed7001,175,10.0,96,7001,0.7047,0.6636,0.9409,0.8234,0.7927,0.6636,0.9206,0.9673,177.6,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v1_ind_seed7005,175,10.0,96,7005,0.6901,0.6143,0.9414,0.8036,0.7618,0.6143,0.9,0.9714,179.3,Reach max iteration 50 | best_iter=20
qwen,sum,fb237_v1_ind_seed7009,175,10.0,96,7009,0.6751,0.686,0.941,0.7956,0.798,0.686,0.8937,0.9469,178.4,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v1_ind_seed7001,175,50.0,16,7001,0.6632,0.6682,0.9224,0.7991,0.7947,0.6682,0.9065,0.972,173.5,Reach max iteration 50 | best_iter=48
qwen,sum,fb237_v1_ind_seed7005,175,50.0,16,7005,0.6948,0.6286,0.896,0.8092,0.7782,0.6286,0.9238,0.981,176.6,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v1_ind_seed7009,175,50.0,16,7009,0.6751,0.7005,0.915,0.798,0.809,0.7005,0.9034,0.9758,176.2,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v1_ind_seed7001,175,50.0,32,7001,0.7098,0.6729,0.9184,0.8228,0.802,0.6729,0.9206,0.9813,177.3,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v1_ind_seed7005,175,50.0,32,7005,0.7042,0.6524,0.9026,0.8132,0.789,0.6524,0.919,0.9857,178.7,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v1_ind_seed7009,175,50.0,32,7009,0.6802,0.7053,0.9235,0.8049,0.8162,0.7053,0.913,0.9662,175.4,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v1_ind_seed7001,175,50.0,48,7001,0.7202,0.6776,0.9109,0.8295,0.8055,0.6776,0.9252,0.972,176.6,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v1_ind_seed7005,175,50.0,48,7005,0.7277,0.6571,0.9268,0.8277,0.7942,0.6571,0.9238,0.9905,177.3,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v1_ind_seed7009,175,50.0,48,7009,0.6904,0.7005,0.903,0.8153,0.8138,0.7005,0.913,0.9758,178.3,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v1_ind_seed7001,175,50.0,64,7001,0.7306,0.6682,0.8858,0.8313,0.7939,0.6682,0.9065,0.9766,176.4,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v1_ind_seed7005,175,50.0,64,7005,0.7136,0.6429,0.9162,0.8172,0.7836,0.6429,0.9143,0.9857,175.4,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v1_ind_seed7009,175,50.0,64,7009,0.6751,0.7053,0.9135,0.8075,0.8175,0.7053,0.9082,0.9662,181.4,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v1_ind_seed7001,175,50.0,80,7001,0.7254,0.6916,0.9064,0.8282,0.8122,0.6916,0.9299,0.9813,178.1,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v1_ind_seed7005,175,50.0,80,7005,0.7136,0.6619,0.9228,0.8193,0.7998,0.6619,0.9286,0.9952,179.8,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v1_ind_seed7009,175,50.0,80,7009,0.6853,0.7343,0.9125,0.8104,0.8318,0.7343,0.9227,0.971,176.7,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v1_ind_seed7001,175,50.0,96,7001,0.7098,0.6776,0.9204,0.8247,0.8039,0.6776,0.9206,0.9766,179.4,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v1_ind_seed7005,175,50.0,96,7005,0.7042,0.6571,0.9137,0.8145,0.7971,0.6571,0.9381,0.981,178.4,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v1_ind_seed7009,175,50.0,96,7009,0.6802,0.7101,0.9285,0.8051,0.8116,0.7101,0.8986,0.9614,177.2,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v1_ind_seed7001,175,100.0,16,7001,0.7306,0.6963,0.8468,0.8275,0.8133,0.6963,0.9206,0.9673,120.9,Reach max iteration 50 | best_iter=47
qwen,sum,fb237_v1_ind_seed7005,175,100.0,16,7005,0.7042,0.6429,0.8516,0.8176,0.7809,0.6429,0.9,0.981,116.8,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v1_ind_seed7009,175,100.0,16,7009,0.6954,0.7053,0.846,0.8119,0.8155,0.7053,0.913,0.9758,116.6,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v1_ind_seed7001,175,100.0,32,7001,0.7461,0.7103,0.8513,0.8399,0.8256,0.7103,0.9299,0.9766,153.4,Reach max iteration 50 | best_iter=20
qwen,sum,fb237_v1_ind_seed7005,175,100.0,32,7005,0.7042,0.6857,0.8642,0.8113,0.8069,0.6857,0.9048,0.9905,163.1,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v1_ind_seed7009,175,100.0,32,7009,0.7005,0.7391,0.861,0.8159,0.8338,0.7391,0.913,0.9758,151.3,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v1_ind_seed7001,175,100.0,48,7001,0.7254,0.7103,0.8608,0.8307,0.8234,0.7103,0.9159,0.9766,175.0,Reach max iteration 50 | best_iter=32
qwen,sum,fb237_v1_ind_seed7005,175,100.0,48,7005,0.7089,0.6905,0.8718,0.82,0.8113,0.6905,0.9238,1.0,176.2,Reach max iteration 50 | best_iter=27
qwen,sum,fb237_v1_ind_seed7009,175,100.0,48,7009,0.6954,0.7198,0.8675,0.8155,0.8239,0.7198,0.9179,0.9662,175.9,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v1_ind_seed7001,175,100.0,64,7001,0.7409,0.6776,0.8748,0.8355,0.8097,0.6776,0.9393,0.9813,174.7,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v1_ind_seed7005,175,100.0,64,7005,0.7136,0.6762,0.8622,0.8232,0.8043,0.6762,0.919,0.9857,176.8,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v1_ind_seed7009,175,100.0,64,7009,0.6904,0.7391,0.876,0.8116,0.8317,0.7391,0.9082,0.971,173.2,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v1_ind_seed7001,175,100.0,80,7001,0.7461,0.6916,0.8753,0.8391,0.8141,0.6916,0.9252,0.9813,175.9,Reach max iteration 50 | best_iter=46
qwen,sum,fb237_v1_ind_seed7005,175,100.0,80,7005,0.7136,0.7,0.8794,0.8168,0.8177,0.7,0.9381,0.9905,175.6,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v1_ind_seed7009,175,100.0,80,7009,0.6954,0.715,0.8815,0.8142,0.8202,0.715,0.9082,0.9758,174.3,Reach max iteration 50 | best_iter=22
qwen,sum,fb237_v1_ind_seed7001,175,100.0,96,7001,0.7617,0.7196,0.8723,0.8488,0.8281,0.7196,0.9112,0.986,177.4,Reach max iteration 50 | best_iter=45
qwen,sum,fb237_v1_ind_seed7005,175,100.0,96,7005,0.7277,0.6762,0.8854,0.8274,0.8046,0.6762,0.9238,0.9905,178.5,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v1_ind_seed7009,175,100.0,96,7009,0.6904,0.7343,0.8845,0.8068,0.8293,0.7343,0.9179,0.9662,174.1,Reach max iteration 50 | best_iter=37
qwen,sum,fb237_v1_ind_seed7001,175,500.0,16,7001,0.6062,0.5654,0.5563,0.7195,0.6916,0.5654,0.7804,0.8738,83.7,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v1_ind_seed7005,175,500.0,16,7005,0.493,0.4952,0.5608,0.6544,0.6508,0.4952,0.7857,0.8667,84.6,Reach max iteration 50 | best_iter=37
qwen,sum,fb237_v1_ind_seed7009,175,500.0,16,7009,0.533,0.5797,0.5635,0.6852,0.7041,0.5797,0.7874,0.9034,83.5,Reach max iteration 50 | best_iter=17
qwen,sum,fb237_v1_ind_seed7001,175,500.0,32,7001,0.6269,0.6028,0.6144,0.7431,0.7278,0.6028,0.8224,0.9112,85.9,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v1_ind_seed7005,175,500.0,32,7005,0.5869,0.5524,0.6037,0.721,0.6982,0.5524,0.819,0.9,85.5,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v1_ind_seed7009,175,500.0,32,7009,0.599,0.6329,0.626,0.7324,0.7496,0.6329,0.8454,0.913,86.1,Reach max iteration 50 | best_iter=21
qwen,sum,fb237_v1_ind_seed7001,175,500.0,48,7001,0.6632,0.6308,0.6555,0.767,0.7525,0.6308,0.8505,0.9299,87.4,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v1_ind_seed7005,175,500.0,48,7005,0.6338,0.6048,0.6471,0.7498,0.7268,0.6048,0.8238,0.919,88.5,Reach max iteration 50 | best_iter=20
